tipo_imovel,cidade,bairro,localizacao,metro_quadrado_terreno,metro_quadrado_construido,quantidade_comodos,quantidade_suites,possui_piscina,idade_anos,estado_conservacao,preco
apartamento,Sao Paulo,Grajau,periferia,242,213,9,2,nao,22,ruim,869000
apartamento,Sao Paulo,M'Boi Mirim,periferia,135,130,4,0,nao,14,bom,466000
chacara,Ibiuna,Zona Rural,periferia,1594,105,5,1,nao,23,bom,460000
casa,Sao Paulo,Brasilandia,periferia,854,351,15,1,nao,9,bom,1872000
casa,Sao Paulo,Mooca,centro,746,282,14,2,sim,10,bom,4038000
chacara,Atibaia,Zona Rural,periferia,7284,368,12,2,nao,1,bom,2404000
casa,Sao Paulo,Parelheiros,periferia,631,371,17,3,nao,34,ruim,1247000
casa,Sao Paulo,Vila Nova Conceicao,centro,678,218,12,1,nao,57,ruim,3084000
chacara,Pinhalzinho,Zona Rural,periferia,4739,360,14,2,sim,34,bom,1645000
apartamento,Sao Paulo,Perdizes,centro,209,195,8,0,nao,4,bom,2205000
apartamento,Sao Paulo,Mooca,centro,42,40,1,0,nao,4,bom,315000
casa,Sao Paulo,Pinheiros,centro,616,299,13,2,sim,38,ruim,3312000
casa,Sao Paulo,Itaim Paulista,periferia,941,318,13,4,nao,8,bom,1917000
apartamento,Sao Paulo,Higienopolis,centro,40,40,2,0,nao,38,ruim,431000
casa,Sao Paulo,Guaianases,periferia,590,221,11,2,nao,42,ruim,964000
chacara,Nazare Paulista,Zona Rural,periferia,4673,341,12,3,sim,8,bom,1200000
chacara,Nazare Paulista,Zona Rural,periferia,12324,365,12,3,nao,5,bom,4555000
apartamento,Sao Paulo,Vila Olimpia,centro,117,109,5,0,nao,38,ruim,1171000
chacara,Ibiuna,Zona Rural,periferia,2803,393,13,3,sim,20,bom,1387000
apartamento,Sao Paulo,Vila Madalena,centro,172,165,7,3,sim,39,ruim,1658000
chacara,Atibaia,Zona Rural,periferia,9635,66,4,3,nao,27,ruim,1257000
casa,Sao Paulo,Perdizes,centro,468,260,13,4,nao,19,bom,3474000
apartamento,Sao Paulo,Capao Redondo,periferia,125,120,6,0,nao,39,ruim,408000
sitio,Atibaia,Zona Rural,periferia,104448,232,10,2,sim,32,ruim,2890000
chacara,Braganca Paulista,Zona Rural,periferia,10060,302,10,4,nao,12,ruim,1768000
casa,Sao Paulo,Itaim Paulista,periferia,269,166,9,4,nao,28,bom,771000
casa,Sao Paulo,Tatuape,centro,586,351,15,4,nao,3,bom,3795000
apartamento,Sao Paulo,Capao Redondo,periferia,146,133,6,2,nao,12,bom,643000
apartamento,Sao Paulo,Vila Mariana,centro,83,77,3,3,nao,11,bom,1030000
apartamento,Sao Paulo,Perdizes,centro,66,60,1,0,nao,31,bom,565000
apartamento,Sao Paulo,Vila Mariana,centro,98,95,3,2,sim,29,ruim,1124000
chacara,Ibiuna,Zona Rural,periferia,2966,358,12,1,sim,4,bom,1401000
apartamento,Sao Paulo,Capao Redondo,periferia,175,169,7,1,nao,26,ruim,641000
casa,Sao Paulo,Jardim Paulista,centro,516,266,14,4,sim,14,bom,3751000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,174,156,5,2,nao,10,bom,2983000
casa,Sao Paulo,Itaim Paulista,periferia,149,73,4,4,nao,43,ruim,379000
casa,Sao Paulo,Tatuape,centro,484,157,6,4,sim,22,ruim,2525000
apartamento,Sao Paulo,Itaim Paulista,periferia,59,53,2,0,nao,22,ruim,156000
casa,Sao Paulo,Brooklin,centro,580,335,16,3,nao,23,ruim,3196000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,105,100,5,2,nao,33,ruim,1457000
casa,Sao Paulo,Santana,centro,858,306,14,3,nao,6,bom,5789000
apartamento,Sao Paulo,Brasilandia,periferia,44,42,1,0,nao,27,ruim,155000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,91,89,3,3,nao,6,bom,350000
casa,Sao Paulo,Itaquera,periferia,170,106,4,1,sim,6,bom,544000
apartamento,Sao Paulo,Vila Mariana,centro,145,145,6,1,sim,25,bom,1496000
apartamento,Sao Paulo,Jardim Paulista,centro,80,75,2,2,nao,12,bom,833000
casa,Sao Paulo,Vila Mariana,centro,131,70,4,3,nao,13,ruim,860000
casa,Sao Paulo,Capao Redondo,periferia,341,187,9,1,nao,10,bom,763000
apartamento,Sao Paulo,Brooklin,centro,223,212,7,1,sim,27,ruim,1995000
casa,Sao Paulo,Santana,centro,695,366,19,4,nao,27,ruim,2656000
apartamento,Sao Paulo,Vila Mariana,centro,112,102,3,0,nao,9,ruim,933000
apartamento,Sao Paulo,Mooca,centro,65,63,3,2,nao,28,ruim,520000
casa,Sao Paulo,Higienopolis,centro,776,370,18,2,nao,6,bom,4213000
apartamento,Sao Paulo,Higienopolis,centro,123,108,4,2,nao,40,ruim,1087000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,128,124,4,1,nao,15,ruim,377000
casa,Sao Paulo,Itaim Bibi,centro,779,361,18,3,sim,31,ruim,4055000
apartamento,Sao Paulo,Itaim Bibi,centro,158,146,5,3,nao,21,ruim,1657000
apartamento,Sao Paulo,Itaquera,periferia,131,118,4,0,nao,22,ruim,528000
casa,Sao Paulo,Pinheiros,centro,413,228,12,1,nao,6,bom,3287000
casa,Sao Paulo,Pinheiros,centro,430,225,9,1,nao,46,ruim,2453000
casa,Sao Paulo,Cidade Ademar,periferia,859,360,17,1,sim,49,ruim,1320000
apartamento,Sao Paulo,Vila Mariana,centro,79,78,2,0,nao,4,bom,866000
casa,Sao Paulo,Perus,periferia,1011,361,16,4,nao,20,ruim,1874000
apartamento,Sao Paulo,Vila Madalena,centro,194,171,7,3,sim,10,bom,2204000
casa,Sao Paulo,Capao Redondo,periferia,659,362,18,2,nao,4,bom,1754000
chacara,Pinhalzinho,Zona Rural,periferia,6949,186,7,4,sim,15,bom,1378000
apartamento,Osasco,Centro (Osasco),periferia,194,189,9,1,nao,10,bom,1152000
casa,Guarulhos,Centro (Guarulhos),periferia,154,101,6,1,sim,28,ruim,420000
chacara,Nazare Paulista,Zona Rural,periferia,7164,279,11,1,nao,19,ruim,1064000
casa,Sao Paulo,Cidade Tiradentes,periferia,868,381,16,4,nao,4,bom,2221000
casa,Sao Paulo,Itaim Bibi,centro,658,323,17,3,sim,33,ruim,3442000
apartamento,Guarulhos,Centro (Guarulhos),periferia,129,117,4,0,nao,47,ruim,473000
chacara,Juquitiba,Zona Rural,periferia,1664,68,4,4,nao,15,bom,503000
casa,Sao Paulo,Vila Nova Conceicao,centro,659,315,15,2,nao,56,ruim,3666000
apartamento,Sao Paulo,Jardim Angela,periferia,56,55,2,0,nao,27,ruim,170000
apartamento,Sao Paulo,Higienopolis,centro,175,170,7,0,sim,3,bom,2138000
sitio,Piracaia,Zona Rural,periferia,14464,95,3,3,nao,22,ruim,637000
casa,Sao Paulo,Vila Nova Conceicao,centro,310,148,6,1,nao,21,ruim,2219000
apartamento,Sao Paulo,Perdizes,centro,65,65,2,2,nao,47,ruim,537000
chacara,Atibaia,Zona Rural,periferia,11021,307,12,4,sim,5,ruim,1443000
apartamento,Sao Paulo,Santana,centro,110,98,4,2,nao,18,bom,771000
chacara,Braganca Paulista,Zona Rural,periferia,6544,204,9,4,sim,7,bom,2202000
casa,Sao Paulo,Santana,centro,382,240,10,1,nao,18,bom,2390000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,130,121,6,2,sim,10,ruim,1949000
casa,Sao Paulo,Jardim Angela,periferia,412,129,5,1,nao,31,ruim,627000
casa,Sao Paulo,Jardim Angela,periferia,210,94,5,1,nao,5,ruim,448000
casa,Sao Paulo,M'Boi Mirim,periferia,584,289,14,3,nao,20,ruim,1285000
apartamento,Sao Paulo,Brasilandia,periferia,148,136,6,1,nao,17,bom,704000
apartamento,Sao Paulo,Mooca,centro,220,198,8,0,nao,42,ruim,1221000
chacara,Piracaia,Zona Rural,periferia,3530,124,5,2,sim,24,ruim,730000
apartamento,Osasco,Centro (Osasco),periferia,223,195,7,2,nao,7,bom,1545000
casa,Sao Paulo,Itaquera,periferia,222,75,5,3,nao,34,ruim,481000
casa,Sao Paulo,Jardim Paulista,centro,612,306,16,2,sim,10,bom,4534000
casa,Sao Paulo,Jardim Paulista,centro,223,72,4,2,nao,19,bom,1250000
sitio,Cotia,Zona Rural,periferia,77566,137,6,1,sim,42,ruim,4304000
sitio,Cotia,Zona Rural,periferia,119360,169,7,2,nao,40,ruim,5646000
casa,Sao Paulo,Sapopemba,periferia,547,249,11,4,nao,17,bom,1371000
apartamento,Sao Paulo,Sapopemba,periferia,221,198,9,3,nao,34,ruim,738000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,75,74,3,2,nao,27,ruim,228000
apartamento,Sao Paulo,Capao Redondo,periferia,175,166,6,0,nao,10,ruim,775000
apartamento,Sao Paulo,Jardim Angela,periferia,98,89,4,1,nao,14,bom,392000
apartamento,Sao Paulo,Santana,centro,136,129,4,2,nao,9,bom,1100000
casa,Sao Paulo,Cidade Tiradentes,periferia,672,377,18,3,sim,13,bom,1690000
chacara,Atibaia,Zona Rural,periferia,9746,132,4,3,nao,2,bom,956000
sitio,Mairipora,Zona Rural,periferia,137063,216,8,2,sim,7,bom,3337000
apartamento,Sao Paulo,Perus,periferia,224,204,8,1,nao,23,ruim,848000
apartamento,Sao Paulo,Brasilandia,periferia,108,102,3,0,nao,14,bom,360000
casa,Sao Paulo,Perdizes,centro,597,266,13,1,sim,3,bom,4413000
casa,Sao Paulo,Jardim Angela,periferia,193,128,5,3,nao,14,bom,498000
casa,Sao Paulo,Moema,centro,784,278,13,3,sim,5,bom,5880000
casa,Sao Paulo,Santana,centro,367,181,7,4,sim,12,bom,2547000
apartamento,Sao Paulo,Brooklin,centro,205,194,7,0,nao,33,ruim,1755000
apartamento,Sao Paulo,Higienopolis,centro,44,42,3,0,nao,46,ruim,475000
apartamento,Sao Paulo,Perdizes,centro,116,112,5,3,nao,52,ruim,1103000
sitio,Pinhalzinho,Zona Rural,periferia,38771,141,6,3,nao,9,ruim,2151000
chacara,Piracaia,Zona Rural,periferia,12374,276,10,3,nao,25,ruim,1351000
casa,Sao Paulo,Perdizes,centro,819,298,15,1,nao,20,bom,4668000
chacara,Ibiuna,Zona Rural,periferia,2604,160,6,3,nao,30,ruim,711000
apartamento,Sao Paulo,Jardim Angela,periferia,220,202,8,1,nao,37,ruim,626000
apartamento,Sao Paulo,Jardim Angela,periferia,111,109,5,3,nao,36,ruim,363000
chacara,Juquitiba,Zona Rural,periferia,2045,199,7,3,sim,11,bom,673000
apartamento,Sao Paulo,Perdizes,centro,199,198,8,0,nao,26,bom,2095000
apartamento,Sao Paulo,Bela Vista,centro,156,154,6,2,nao,26,ruim,1228000
chacara,Pinhalzinho,Zona Rural,periferia,6190,132,6,2,nao,39,ruim,1528000
apartamento,Sao Paulo,Bela Vista,centro,89,85,3,1,nao,29,ruim,808000
casa,Sao Paulo,Jardim Angela,periferia,437,165,7,2,nao,17,ruim,906000
casa,Sao Paulo,Itaim Paulista,periferia,1031,380,19,3,sim,10,ruim,1918000
apartamento,Sao Paulo,Santana,centro,73,69,3,1,nao,35,ruim,486000
apartamento,Sao Paulo,Grajau,periferia,169,154,5,3,nao,39,ruim,612000
casa,Sao Paulo,Jardim Angela,periferia,666,262,13,1,nao,19,ruim,894000
apartamento,Sao Paulo,Vila Mariana,centro,145,134,5,1,nao,9,bom,1676000
casa,Sao Paulo,Bela Vista,centro,327,112,4,1,nao,41,ruim,1537000
apartamento,Sao Paulo,Vila Mariana,centro,46,44,3,1,nao,36,ruim,404000
apartamento,Sao Paulo,Vila Olimpia,centro,230,213,10,1,nao,3,ruim,2369000
casa,Sao Paulo,Moema,centro,1115,360,15,3,nao,11,bom,5774000
casa,Sao Paulo,Bela Vista,centro,170,79,3,3,sim,25,bom,969000
casa,Sao Paulo,Vila Nova Conceicao,centro,859,276,14,3,nao,35,ruim,4669000
apartamento,Sao Paulo,Santana,centro,159,141,5,3,nao,6,ruim,871000
casa,Osasco,Centro (Osasco),periferia,803,359,18,1,nao,3,bom,2340000
apartamento,Sao Paulo,Higienopolis,centro,220,203,8,0,nao,47,bom,1927000
casa,Sao Paulo,Vila Madalena,centro,425,293,12,4,sim,8,bom,3653000
apartamento,Sao Paulo,Santana,centro,48,48,3,0,nao,8,bom,403000
chacara,Juquitiba,Zona Rural,periferia,7513,161,5,2,sim,13,bom,2272000
casa,Sao Paulo,Grajau,periferia,242,76,3,1,nao,9,ruim,527000
apartamento,Sao Paulo,Vila Madalena,centro,90,84,2,1,nao,25,ruim,657000
casa,Sao Paulo,Pinheiros,centro,664,214,10,1,sim,5,bom,5320000
casa,Sao Paulo,Sapopemba,periferia,511,336,15,2,nao,56,ruim,1131000
apartamento,Sao Paulo,Jardim Paulista,centro,119,112,3,2,nao,25,ruim,1209000
apartamento,Sao Paulo,Moema,centro,65,64,4,2,nao,3,bom,973000
apartamento,Sao Paulo,Jardim Paulista,centro,230,209,7,0,sim,27,bom,2042000
apartamento,Sao Paulo,Jardim Angela,periferia,215,201,7,3,nao,4,ruim,681000
sitio,Sao Luiz do Paraitinga,Zona Rural,periferia,138704,250,9,3,sim,6,bom,4862000
casa,Sao Paulo,Parelheiros,periferia,278,135,8,1,nao,12,ruim,507000
apartamento,Sao Paulo,Grajau,periferia,212,200,9,0,nao,20,ruim,794000
casa,Sao Paulo,Vila Mariana,centro,111,74,4,4,nao,33,ruim,853000
casa,Sao Paulo,M'Boi Mirim,periferia,171,75,3,2,nao,3,ruim,337000
casa,Sao Paulo,Jardim Angela,periferia,671,220,11,1,sim,14,bom,1191000
sitio,Sao Luiz do Paraitinga,Zona Rural,periferia,75431,301,10,1,nao,42,ruim,1672000
sitio,Piracaia,Zona Rural,periferia,55698,239,10,1,sim,12,bom,3694000
chacara,Juquitiba,Zona Rural,periferia,4594,139,6,2,sim,11,bom,760000
casa,Osasco,Centro (Osasco),periferia,296,94,6,3,nao,28,ruim,616000
apartamento,Sao Paulo,Cidade Ademar,periferia,225,198,9,1,nao,54,ruim,637000
casa,Sao Paulo,Mooca,centro,520,216,12,4,sim,22,bom,3151000
casa,Osasco,Centro (Osasco),periferia,629,293,13,1,nao,15,bom,1567000
casa,Sao Paulo,Perus,periferia,274,162,8,1,nao,24,ruim,677000
apartamento,Sao Paulo,Cidade Ademar,periferia,92,90,5,3,nao,13,bom,530000
casa,Sao Paulo,Capao Redondo,periferia,961,328,17,4,nao,4,bom,2144000
casa,Sao Paulo,Itaim Paulista,periferia,214,86,6,3,sim,40,ruim,434000
casa,Sao Paulo,Jardim Angela,periferia,293,97,3,3,nao,33,ruim,505000
chacara,Nazare Paulista,Zona Rural,periferia,9207,309,12,4,nao,11,bom,2429000
casa,Sao Paulo,Sapopemba,periferia,318,198,9,1,nao,4,ruim,852000
apartamento,Sao Paulo,Vila Olimpia,centro,133,123,5,0,sim,25,ruim,1083000
casa,Sao Paulo,M'Boi Mirim,periferia,793,255,12,2,nao,46,ruim,1046000
apartamento,Sao Paulo,Brasilandia,periferia,45,45,2,0,nao,14,bom,176000
apartamento,Sao Paulo,Brasilandia,periferia,189,166,7,0,nao,9,bom,663000
apartamento,Sao Paulo,Tatuape,centro,139,124,4,0,nao,5,bom,1289000
apartamento,Sao Paulo,Vila Madalena,centro,114,100,3,0,nao,19,ruim,1152000
sitio,Ibiuna,Zona Rural,periferia,78126,128,6,2,sim,5,bom,3273000
casa,Sao Paulo,Itaim Paulista,periferia,319,193,9,2,nao,8,bom,881000
apartamento,Sao Paulo,Perdizes,centro,206,193,8,2,nao,14,ruim,1741000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,111,106,3,3,nao,16,bom,387000
chacara,Ibiuna,Zona Rural,periferia,4364,229,9,4,nao,34,ruim,1176000
casa,Sao Paulo,Higienopolis,centro,404,254,12,1,nao,29,ruim,2826000
casa,Sao Paulo,Vila Olimpia,centro,574,227,9,3,sim,26,ruim,3478000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,9804,323,11,4,nao,16,bom,2222000
casa,Sao Paulo,Jardim Paulista,centro,698,284,15,2,nao,25,ruim,3338000
casa,Sao Paulo,Vila Mariana,centro,596,254,14,1,sim,34,ruim,2957000
apartamento,Sao Paulo,Vila Olimpia,centro,171,158,5,2,nao,17,bom,1583000
casa,Sao Paulo,Perdizes,centro,326,205,8,3,nao,11,bom,2722000
apartamento,Sao Paulo,Mooca,centro,82,81,2,2,nao,17,bom,772000
apartamento,Sao Paulo,Guaianases,periferia,223,197,7,2,sim,35,ruim,557000
apartamento,Sao Paulo,Bela Vista,centro,95,86,2,0,nao,4,bom,632000
casa,Sao Paulo,Perus,periferia,145,85,3,3,nao,14,bom,438000
casa,Sao Paulo,Jardim Paulista,centro,892,335,17,1,nao,12,bom,4910000
apartamento,Sao Paulo,M'Boi Mirim,periferia,161,157,7,2,nao,6,bom,620000
apartamento,Sao Paulo,Itaquera,periferia,101,100,4,1,nao,23,bom,485000
apartamento,Sao Paulo,Jardim Paulista,centro,148,129,4,2,nao,9,bom,1558000
apartamento,Sao Paulo,Pinheiros,centro,63,63,3,3,nao,16,ruim,815000
apartamento,Sao Paulo,Pinheiros,centro,79,79,2,1,nao,10,bom,1025000
casa,Guarulhos,Centro (Guarulhos),periferia,374,201,9,2,nao,47,ruim,923000
apartamento,Sao Paulo,Capao Redondo,periferia,119,119,4,0,nao,35,ruim,410000
casa,Sao Paulo,Perus,periferia,1131,359,16,4,nao,22,ruim,1709000
casa,Sao Paulo,Guaianases,periferia,388,247,13,2,nao,17,bom,1103000
casa,Sao Paulo,Jardim Paulista,centro,449,191,8,1,sim,2,ruim,3084000
sitio,Nazare Paulista,Zona Rural,periferia,102565,133,5,1,sim,30,ruim,5902000
casa,Guarulhos,Centro (Guarulhos),periferia,447,176,10,4,nao,5,bom,1167000
casa,Sao Paulo,Sapopemba,periferia,548,325,17,2,nao,22,ruim,1327000
sitio,Piracaia,Zona Rural,periferia,26607,98,4,3,sim,11,bom,1738000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,239,210,8,3,sim,20,ruim,2603000
apartamento,Sao Paulo,Santana,centro,222,210,7,1,nao,25,bom,1514000
apartamento,Sao Paulo,Jardim Paulista,centro,118,104,4,0,nao,7,bom,1363000
apartamento,Sao Paulo,Moema,centro,66,59,2,0,nao,10,bom,674000
apartamento,Sao Paulo,Brooklin,centro,98,96,4,3,sim,4,bom,1473000
apartamento,Sao Paulo,Vila Madalena,centro,129,117,5,1,nao,7,bom,1148000
apartamento,Sao Paulo,Santana,centro,158,143,7,3,nao,16,bom,1183000
apartamento,Sao Paulo,Capao Redondo,periferia,92,84,2,1,nao,24,bom,296000
apartamento,Sao Paulo,Tatuape,centro,237,208,8,1,nao,10,bom,2114000
apartamento,Sao Paulo,Grajau,periferia,121,111,4,2,nao,14,bom,521000
casa,Sao Paulo,Itaim Paulista,periferia,703,319,16,3,nao,11,ruim,1401000
apartamento,Sao Paulo,Tatuape,centro,114,113,6,1,nao,14,bom,980000
casa,Sao Paulo,Mooca,centro,666,332,16,1,nao,21,bom,3874000
chacara,Cotia,Zona Rural,periferia,11424,245,8,1,sim,9,bom,1685000
casa,Sao Paulo,Jardim Angela,periferia,194,138,7,2,nao,27,ruim,479000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,190,178,6,3,nao,43,ruim,470000
casa,Sao Paulo,Cidade Tiradentes,periferia,728,355,15,4,nao,43,ruim,1202000
apartamento,Osasco,Centro (Osasco),periferia,143,131,5,2,nao,44,bom,612000
apartamento,Osasco,Centro (Osasco),periferia,154,145,6,0,nao,10,bom,830000
apartamento,Sao Paulo,Brooklin,centro,151,137,5,0,nao,25,bom,1494000
casa,Sao Paulo,Guaianases,periferia,185,94,6,4,nao,25,bom,462000
chacara,Braganca Paulista,Zona Rural,periferia,5976,133,5,3,nao,16,bom,670000
chacara,Juquitiba,Zona Rural,periferia,3607,390,14,2,sim,6,bom,1317000
chacara,Piracaia,Zona Rural,periferia,10597,348,12,2,sim,4,bom,3896000
casa,Sao Paulo,Vila Madalena,centro,604,349,16,3,sim,35,ruim,3590000
apartamento,Sao Paulo,Parelheiros,periferia,232,203,8,1,sim,16,ruim,706000
casa,Guarulhos,Centro (Guarulhos),periferia,437,166,9,1,nao,18,bom,890000
apartamento,Sao Paulo,Itaim Bibi,centro,173,154,7,1,nao,6,bom,1709000
chacara,Mairipora,Zona Rural,periferia,5906,375,12,2,nao,20,bom,1728000
casa,Sao Paulo,Cidade Tiradentes,periferia,984,371,17,4,nao,40,ruim,1654000
chacara,Cotia,Zona Rural,periferia,9585,106,6,4,nao,27,ruim,1643000
casa,Sao Paulo,Sapopemba,periferia,203,125,7,2,sim,42,ruim,598000
apartamento,Sao Paulo,Capao Redondo,periferia,46,43,3,0,nao,10,bom,186000
chacara,Braganca Paulista,Zona Rural,periferia,5845,304,12,2,sim,17,ruim,1504000
apartamento,Sao Paulo,Itaim Paulista,periferia,232,216,8,1,nao,19,bom,847000
chacara,Mairipora,Zona Rural,periferia,9016,85,5,4,sim,32,ruim,1148000
chacara,Juquitiba,Zona Rural,periferia,5596,312,10,3,nao,51,ruim,1065000
apartamento,Sao Paulo,Higienopolis,centro,161,159,7,1,nao,47,ruim,1475000
sitio,Atibaia,Zona Rural,periferia,82823,316,12,2,nao,7,bom,3493000
casa,Sao Paulo,Vila Olimpia,centro,657,310,14,3,nao,14,bom,4455000
apartamento,Sao Paulo,Itaquera,periferia,180,170,8,3,nao,16,bom,990000
chacara,Atibaia,Zona Rural,periferia,6304,61,4,1,nao,18,bom,590000
casa,Sao Paulo,Cidade Tiradentes,periferia,931,376,18,3,nao,9,bom,1935000
casa,Guarulhos,Centro (Guarulhos),periferia,755,278,13,2,nao,3,bom,1705000
casa,Sao Paulo,Guaianases,periferia,638,210,10,2,nao,15,bom,1202000
apartamento,Sao Paulo,Capao Redondo,periferia,98,89,5,0,nao,11,bom,361000
casa,Sao Paulo,Vila Mariana,centro,354,244,12,4,nao,29,ruim,2617000
casa,Sao Paulo,Cidade Ademar,periferia,680,373,19,2,sim,34,ruim,1454000
casa,Sao Paulo,Brasilandia,periferia,347,110,7,4,nao,18,ruim,724000
apartamento,Sao Paulo,Perus,periferia,189,172,6,1,nao,6,bom,771000
casa,Sao Paulo,Itaim Paulista,periferia,631,288,12,3,nao,18,ruim,1144000
casa,Sao Paulo,Itaim Paulista,periferia,241,145,9,3,nao,29,ruim,546000
casa,Sao Paulo,Vila Olimpia,centro,863,313,13,2,sim,37,ruim,5171000
apartamento,Sao Paulo,Cidade Ademar,periferia,119,104,5,2,nao,24,bom,473000
casa,Sao Paulo,Cidade Tiradentes,periferia,215,85,4,2,nao,34,ruim,388000
apartamento,Sao Paulo,Pinheiros,centro,86,86,2,2,nao,5,bom,1126000
apartamento,Sao Paulo,Brasilandia,periferia,71,65,3,3,nao,6,bom,414000
apartamento,Sao Paulo,Cidade Ademar,periferia,65,58,1,1,sim,3,bom,362000
apartamento,Sao Paulo,Vila Mariana,centro,121,118,4,3,sim,11,bom,1465000
apartamento,Sao Paulo,Cidade Ademar,periferia,218,206,7,0,nao,40,bom,1037000
casa,Sao Paulo,Itaim Paulista,periferia,204,120,7,2,nao,32,ruim,395000
apartamento,Sao Paulo,Parelheiros,periferia,56,53,3,0,nao,53,ruim,153000
casa,Guarulhos,Centro (Guarulhos),periferia,931,388,20,2,nao,30,ruim,1703000
casa,Sao Paulo,Sapopemba,periferia,715,381,18,4,nao,2,bom,1588000
sitio,Braganca Paulista,Zona Rural,periferia,38815,106,5,1,nao,37,bom,953000
casa,Sao Paulo,Brasilandia,periferia,241,76,3,3,nao,36,ruim,400000
casa,Sao Paulo,Tatuape,centro,780,302,14,1,nao,29,ruim,3238000
casa,Sao Paulo,Pinheiros,centro,923,365,17,1,nao,10,bom,6893000
apartamento,Sao Paulo,Pinheiros,centro,129,113,4,2,nao,7,bom,1765000
casa,Sao Paulo,Brooklin,centro,794,319,15,2,nao,2,bom,5112000
casa,Sao Paulo,M'Boi Mirim,periferia,365,143,8,2,nao,19,ruim,612000
apartamento,Osasco,Centro (Osasco),periferia,71,65,3,2,nao,5,bom,442000
casa,Sao Paulo,Perdizes,centro,158,81,3,2,nao,14,ruim,1023000
casa,Sao Paulo,Grajau,periferia,612,260,11,3,nao,46,ruim,1051000
casa,Sao Paulo,Sapopemba,periferia,1049,373,18,4,nao,23,bom,1881000
apartamento,Sao Paulo,Vila Olimpia,centro,241,219,10,2,nao,4,bom,2352000
casa,Sao Paulo,Cidade Tiradentes,periferia,448,142,5,1,nao,34,ruim,711000
apartamento,Sao Paulo,Grajau,periferia,135,129,6,3,nao,17,bom,690000
apartamento,Sao Paulo,Vila Mariana,centro,201,179,8,3,nao,13,bom,2287000
apartamento,Sao Paulo,Santana,centro,144,127,5,0,nao,15,bom,1017000
apartamento,Guarulhos,Centro (Guarulhos),periferia,161,146,7,3,nao,18,bom,819000
sitio,Atibaia,Zona Rural,periferia,91693,190,7,2,sim,13,bom,6758000
apartamento,Sao Paulo,Guaianases,periferia,118,104,5,1,nao,46,ruim,340000
casa,Sao Paulo,Mooca,centro,310,177,9,3,nao,36,ruim,1583000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,7221,332,11,3,nao,27,bom,2017000
apartamento,Sao Paulo,Capao Redondo,periferia,44,41,3,1,nao,38,ruim,177000
casa,Sao Paulo,M'Boi Mirim,periferia,447,313,13,3,nao,49,ruim,933000
apartamento,Sao Paulo,Bela Vista,centro,219,216,8,2,nao,16,ruim,1303000
chacara,Piracaia,Zona Rural,periferia,3824,127,5,2,sim,24,bom,1015000
casa,Sao Paulo,M'Boi Mirim,periferia,310,128,7,4,nao,22,ruim,739000
casa,Sao Paulo,M'Boi Mirim,periferia,242,97,3,2,nao,29,bom,557000
apartamento,Sao Paulo,Grajau,periferia,115,113,4,2,nao,17,bom,450000
apartamento,Guarulhos,Centro (Guarulhos),periferia,170,160,6,3,nao,2,bom,1154000
chacara,Mairipora,Zona Rural,periferia,4989,239,10,1,sim,10,ruim,1459000
apartamento,Sao Paulo,Pinheiros,centro,42,37,2,1,nao,22,ruim,487000
apartamento,Sao Paulo,Tatuape,centro,93,83,2,1,nao,28,bom,717000
casa,Sao Paulo,Vila Madalena,centro,443,266,11,2,nao,12,bom,3659000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,179,171,7,0,nao,12,bom,2859000
casa,Sao Paulo,Vila Olimpia,centro,394,257,14,3,nao,6,bom,2675000
apartamento,Sao Paulo,Brasilandia,periferia,51,51,2,1,nao,4,bom,254000
casa,Sao Paulo,Vila Madalena,centro,433,230,9,1,nao,21,ruim,2481000
apartamento,Sao Paulo,Grajau,periferia,188,179,8,3,nao,21,bom,646000
casa,Sao Paulo,Moema,centro,455,325,16,2,nao,22,ruim,3627000
chacara,Mairipora,Zona Rural,periferia,10397,132,6,4,nao,20,ruim,2144000
sitio,Braganca Paulista,Zona Rural,periferia,75655,172,7,3,sim,7,ruim,4913000
sitio,Piracaia,Zona Rural,periferia,23742,254,10,3,sim,7,bom,1326000
casa,Sao Paulo,Parelheiros,periferia,493,248,12,3,nao,23,bom,1275000
casa,Sao Paulo,Perus,periferia,1098,360,15,4,nao,35,ruim,1742000
casa,Sao Paulo,Vila Madalena,centro,337,117,4,4,sim,8,bom,2279000
apartamento,Sao Paulo,Pinheiros,centro,191,176,7,0,nao,28,bom,2061000
apartamento,Sao Paulo,Santana,centro,51,51,3,1,nao,50,ruim,394000
casa,Sao Paulo,Mooca,centro,202,128,8,1,nao,4,bom,1120000
casa,Sao Paulo,Guaianases,periferia,174,76,3,3,nao,5,bom,455000
apartamento,Sao Paulo,Parelheiros,periferia,234,214,8,0,nao,7,bom,801000
